loss,accuracy,val_loss,val_accuracy,lr
0.42739400267601013,0.8161298036575317,0.28903183341026306,0.8736277222633362,0.01
0.25429674983024597,0.8993411660194397,0.27733156085014343,0.8921688199043274,0.009048374
0.16834621131420135,0.936371386051178,0.3107706308364868,0.878262996673584,0.008187308
0.12130045145750046,0.9548560380935669,0.40485072135925293,0.878262996673584,0.007408182
0.07265065610408783,0.9726085662841797,0.41761326789855957,0.8726518750190735,0.0067032003
